Name,SplitName1,SplitName2,SplitName3,AcidBall,AcidBolt,Animal,ArmourClass,Arrow1D6,Arrow3D6,Arrow5D6,Arrow7D6,Attack1,Attack1DDice,Attack1DSides,Attack1Effect,Attack1Type,Attack2,Attack2DDice,Attack2DSides,Attack2Effect,Attack2Type,Attack3,Attack3DDice,Attack3DSides,Attack3Effect,Attack3Type,Attack4,Attack4DDice,Attack4DSides,Attack4Effect,Attack4Type,AttrAny,AttrClear,AttrMulti,BashDoor,Blindness,Blink,BrainSmash,BreatheAcid,BreatheChaos,BreatheCold,BreatheConfusion,BreatheDark,BreatheDisenchant,BreatheDisintegration,BreatheFire,BreatheForce,BreatheGravity,BreatheInertia,BreatheLight,BreatheLightning,BreatheMana,BreatheNether,BreatheNexus,BreathePlasma,BreathePoison,BreatheRadiation,BreatheShards,BreatheSound,BreatheTime,CauseCriticalWounds,CauseLightWounds,CauseMortalWounds,CauseSeriousWounds,ChaosBall,CharClear,CharMulti,ColdBall,ColdBlood,ColdBolt,Confuse,CreateTraps,Cthuloid,DarkBall,Darkness,Demon,Description,Dragon,DrainMana,DreadCurse,Drop_1D2,Drop_2D2,Drop_3D2,Drop_4D2,Drop60,Drop90,DropGood,DropGreat,EldritchHorror,EmptyMind,Escorted,EscortsGroup,Evil,Female,FireAura,FireBall,FireBolt,ForceMaxHp,ForceSleep,Forget,FreqInate,FreqSpell,FriendlyName,Friends,Giant,Good,GreatOldOne,Haste,Hdice,Heal,HitPoints,Hold,Hside,HurtByCold,HurtByFire,HurtByLight,HurtByRock,IceBolt,ImmuneAcid,ImmuneCold,ImmuneConfusion,ImmuneFear,ImmuneFire,ImmuneLightning,ImmunePoison,ImmuneSleep,ImmuneStun,Invisible,KillBody,KillItem,KillWall,Level,LightningAura,LightningBall,LightningBolt,MagicMissile,Male,ManaBall,ManaBolt,Mexp,MindBlast,MoveBody,Multiply,NetherBall,NetherBolt,NeverAttack,NeverMove,Nonliving,NoticeRange,OnlyDropGold,OnlyDropItem,OpenDoor,Orc,PassWall,PlasmaBolt,PoisonBall,PoisonBolt,Powerful,RadiationBall,RandomMove25,RandomMove50,Rarity,Reflecting,Regenerate,ResistDisenchant,ResistNether,ResistNexus,ResistPlasma,ResistTeleport,ResistWater,Scare,Shapechanger,ShardBall,Shriek,Sleep,Slow,Smart,Speed,Stupid,SummonAnt,SummonCthuloid,SummonDemon,SummonDragon,SummonGreatOldOne,SummonHiDragon,SummonHiUndead,SummonHound,SummonHydra,SummonKin,SummonMonster,SummonMonsters,SummonReaver,SummonSpider,SummonUndead,SummonUnique,TakeItem,TeleportAway,TeleportLevel,TeleportSelf,TeleportTo,Troll,Undead,Unique,WaterBall,WaterBolt,WeirdMind,Character,Colour
Chaos ghost,            ,   Chaos    ,   ghost    ,False,False,False,30,False,False,False,False,Wail to Terrify (0d0),0,0,Terrify,Wail,Touch to Exp40 (0d0),0,0,Exp40,Touch,Claw to LoseInt (1d10),1,10,LoseInt,Claw,Nothing to Nothing (0d0),0,0,Nothing,Nothing,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,An almost life-like creature which is nothing more than a phantom created by the chaos.,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,16,16,Chaos ghost,False,False,False,False,False,14,False,14d20 (avg. 147),True,20,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,33,False,False,False,False,False,False,False,350,False,False,False,False,False,False,False,False,20,False,True,False,False,True,False,False,False,False,False,True,False,3,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,G,Purple
Chaos hound,            ,   Chaos    ,   hound    ,False,False,True,100,False,False,False,False,Bite to Hurt (2d12),2,12,Hurt,Bite,Bite to Hurt (2d12),2,12,Hurt,Bite,Bite to Hurt (2d12),2,12,Hurt,Bite,Claw to Hurt (3d3),3,3,Hurt,Claw,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A constantly changing canine form§ this hound rushes towards you as if expecting mayhem and chaos ahead. It appears to have an almost kamikaze relish for combat. You suspect all may not be as it seems.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,5,Chaos hound,True,False,False,False,False,60,False,60d30 (avg. 930),False,30,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,65,False,False,False,False,False,False,False,10000,False,False,False,False,False,False,False,False,30,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Z,Purple
Chaos master,            ,   Chaos    ,   master   ,False,False,False,50,False,False,False,False,Hit to Hurt (10d2),10,2,Hurt,Hit,Kick to Hurt (10d2),10,2,Hurt,Kick,Punch to Hurt (10d2),10,2,Hurt,Punch,Kick to Hurt (10d2),10,2,Hurt,Kick,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,An adept of chaos§ feared for his skill of invoking raw chaos.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,6,6,Chaos master,False,False,False,False,False,30,True,30d10 (max. 300),False,10,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,33,False,False,False,False,True,False,False,550,False,False,False,False,False,False,False,False,30,False,True,True,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,120,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,p,Purple
Chaos shapechanger,            ,   Chaos    ,shapechanger,False,False,False,14,False,False,False,False,Hit to Hurt (1d5),1,5,Hurt,Hit,Hit to Hurt (1d5),1,5,Hurt,Hit,Hit to Confuse (1d3),1,3,Confuse,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,A vaguely humanoid form constantly changing its appearance.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5,5,Chaos shapechanger,False,False,False,False,False,20,False,20d9 (avg. 100),False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False,False,False,False,False,False,False,38,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,12,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,H,Purple
Chaos spawn,            ,   Chaos    ,   spawn    ,False,False,False,50,False,False,False,False,Gaze to Paralyze (0d0),0,0,Paralyze,Gaze,Gaze to UnBonus (0d0),0,0,UnBonus,Gaze,Gaze to Exp40 (0d0),0,0,Exp40,Gaze,Gaze to Hurt (10d6),10,6,Hurt,Gaze,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It has two eyestalks and a large central eye. Its gaze can kill.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,Chaos spawn,False,False,False,False,False,20,False,20d18 (max. 360),False,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36,False,False,False,False,False,False,False,600,False,False,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,e,Purple
Chaos tile,            ,   Chaos    ,    tile    ,False,False,False,60,False,False,False,False,Hit to Poison (3d4),3,4,Poison,Hit,Hit to Confuse (3d4),3,4,Confuse,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,It is a floor tile corrupted by chaos.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,4,Chaos tile,False,False,False,False,False,3,False,3d5 (avg. 8),False,5,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,29,False,False,False,False,False,False,False,200,False,False,True,False,False,False,True,False,30,False,False,False,False,False,False,False,False,False,False,False,False,6,False,False,False,False,False,False,False,False,True,False,False,False,100,False,False,120,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,·,Purple
Chaos vortex,            ,   Chaos    ,   vortex   ,False,False,False,80,False,False,False,False,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Void§ nothingness§ spinning destructively.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,6,6,Chaos vortex,False,False,False,False,False,32,False,32d20 (avg. 336),False,20,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,55,False,False,False,False,False,False,False,4000,False,False,False,False,False,True,False,True,100,False,False,False,False,False,False,False,False,True,False,True,True,1,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,140,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,v,Purple
Chimera,            ,            ,  Chimera   ,False,False,False,15,False,False,False,False,Bite to Hurt (1d10),1,10,Hurt,Bite,Bite to Fire (1d3),1,3,Fire,Bite,Butt to Hurt (1d3),1,3,Hurt,Butt,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is a strange concoction of lion§ dragon and goat. It looks very odd but very avoidable.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10,10,Chimera,False,False,False,False,False,13,False,13d8 (avg. 58),False,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,20,False,False,False,False,False,False,False,200,False,False,False,False,False,False,False,False,12,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,H,Yellow
Chthonian,            ,            , Chthonian  ,False,False,False,90,False,False,False,False,Crush to Shatter (3d11),3,11,Shatter,Crush,Crush to Shatter (3d11),3,11,Shatter,Crush,Touch to LoseCon (1d2),1,2,LoseCon,Touch,Touch to LoseCon (1d2),1,2,LoseCon,Touch,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,A huge subterranean worm whose body ends in a mass of groping tentacles.,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,5,5,Chthonian,False,False,False,False,True,100,True,100d10 (avg. 550),True,10,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,39,False,False,False,False,False,False,False,2300,True,False,False,False,False,False,False,False,20,True,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,True,True,False,True,False,False,False,20,False,False,120,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A,Yellow
Clear hound,            ,   Clear    ,   hound    ,False,False,True,30,False,False,False,False,Bite to Hurt (1d6),1,6,Hurt,Bite,Bite to Hurt (1d6),1,6,Hurt,Bite,Bite to Hurt (1d6),1,6,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A completely translucent hound.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Clear hound,True,False,False,False,False,10,False,10d6 (avg. 35),False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15,False,False,False,False,False,False,False,50,False,False,False,False,False,False,False,False,30,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Z,Diamond
Clear icky thing,   Clear    ,    icky    ,   thing    ,False,False,False,6,False,False,False,False,Touch to Hurt (1d2),1,2,Hurt,Touch,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is a smallish§ slimy§ icky§ blobby creature.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,Clear icky thing,False,False,False,False,False,2,False,2d5 (avg. 6),False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,12,False,False,False,False,False,False,False,False,False,False,True,True,1,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i,Diamond
